timestamp,actual_log_return,predicted_log_return,signal,trade_event,strategy_log_return,strategy_equity,strategy_cumulative_pnl,strategy_drawdown,new_position
2025-10-11 00:00:00+00:00,0.002976192673045955,0.00486005290611221,1.0,True,0.002976192673045955,1.0029806259314455,0.0029806259314455463,0.0,Long
2025-10-12 00:00:00+00:00,0.10699365387249171,-0.0006081521915301457,-1.0,True,-0.10699365387249171,0.901209561083929,-0.09879043891607098,-0.10146862483311081,Short
2025-10-13 00:00:00+00:00,0.046944734265188866,3.401877695144049e-05,1.0,True,0.046944734265188866,0.9445253744337573,-0.05547462556624272,-0.058281536040042825,Long
2025-10-14 00:00:00+00:00,-0.04294739383256848,-0.0008430533954848778,-1.0,True,0.04294739383256848,0.9859739613437492,-0.01402603865625085,-0.01695612472265129,Short
2025-10-15 00:00:00+00:00,-0.04487496622879318,0.0007143176249406386,1.0,True,-0.04487496622879318,0.9427064869762708,-0.0572935130237292,-0.06009501818562002,Long
2025-10-16 00:00:00+00:00,-0.04407251978770297,-0.0006439252421399731,-1.0,True,0.04407251978770297,0.9851830874068875,-0.014816912593112463,-0.017744648365495386,Short
2025-10-18 00:00:00+00:00,0.014925650216675574,0.0021578252773764373,1.0,True,0.014925650216675574,1.0345842631957907,0.034584263195790665,0.0,Long
2025-10-19 00:00:00+00:00,0.03493805136128044,-0.0008782112751973777,-1.0,True,-0.03493805136128044,0.9990620567341327,-0.0009379432658672693,-0.03433476394849777,Short
2025-10-20 00:00:00+00:00,0.022631800460197343,0.0002104223928845769,1.0,True,0.022631800460197343,1.0219304299927108,0.021930429992710776,-0.012230838659765264,Long
2025-10-21 00:00:00+00:00,-0.03269658707633818,-0.001003243205605108,-1.0,True,0.03269658707633818,1.0558963257872662,0.05589632578726622,0.0,Short
2025-10-22 00:00:00+00:00,-0.02932761509451995,0.0038275226306181817,1.0,True,-0.02932761509451995,1.0253790909379235,0.025379090937923454,-0.028901734104046062,Long
2025-11-01 00:00:00+00:00,0.02111692344092283,-0.0011820934409221108,-1.0,True,-0.02111692344092283,0.9800496101587199,-0.01995038984128006,-0.1225511785335619,Short
2025-11-04 00:00:00+00:00,-0.022989518224698833,0.0005141108724887379,1.0,True,-0.022989518224698833,1.1218702029828638,0.12187020298286377,-0.022727272727272707,Long
2025-11-06 00:00:00+00:00,-0.03894297394860741,-0.0011477616971823598,-1.0,True,0.03894297394860741,1.2018935582003791,0.20189355820037913,0.0,Short
2025-11-07 00:00:00+00:00,0.1109405859373122,0.0004966425396842335,1.0,True,0.1109405859373122,1.3429099504080046,0.34290995040800465,0.0,Long
2025-11-11 00:00:00+00:00,-0.06314389558298632,-0.0014047076925978162,-1.0,True,0.06314389558298632,1.4350627393413635,0.4350627393413635,0.0,Short
2025-11-12 00:00:00+00:00,-0.019048194970694474,0.0015026733932184452,1.0,True,-0.019048194970694474,1.4079860838820926,0.40798608388209257,-0.018867924528301883,Long
2025-11-13 00:00:00+00:00,-0.05387298994015175,-0.0013308395415656824,-1.0,True,0.05387298994015175,1.4859188929530571,0.4859188929530571,0.0,Short
2025-11-14 00:00:00+00:00,-0.10086061033497395,0.002183913042293246,1.0,True,-0.10086061033497395,1.3433584087582988,0.3433584087582988,-0.09594095940959413,Long
2025-11-16 00:00:00+00:00,-0.026397471851024812,-0.0012990073068727412,-1.0,True,0.026397471851024812,1.4046257963350346,0.4046257963350346,-0.05470897301565625,Short
2025-11-18 00:00:00+00:00,0.03545731183672942,0.000575843358596015,1.0,True,0.03545731183672942,1.5016714262250328,0.5016714262250328,0.0,Long
2025-11-19 00:00:00+00:00,-0.024897551621727087,-0.0007070409391943728,-1.0,True,0.024897551621727087,1.5395286890710418,0.5395286890710418,0.0,Short
2025-11-20 00:00:00+00:00,-0.06959329179919535,0.00016087296608845386,1.0,True,-0.06959329179919535,1.4360309620746692,0.4360309620746692,-0.0672268907563025,Long
2025-11-22 00:00:00+00:00,0.0024242436115062545,-0.0008140114940955452,-1.0,True,-0.0024242436115062545,1.3293067623541364,0.32930676235413636,-0.1365495350682645,Short
2025-11-28 00:00:00+00:00,-0.01713103993018367,0.0005052844797284782,1.0,True,-0.01713103993018367,1.1458148394146965,0.14581483941469653,-0.2557366111143494,Long
2025-11-29 00:00:00+00:00,-0.013043663192029226,-0.0009138999189936569,-1.0,True,0.013043663192029226,1.1608583602822853,0.16085836028228528,-0.24596510053817044,Short
2025-11-30 00:00:00+00:00,-0.00879126541117077,4.114568870054779e-05,1.0,True,-0.00879126541117077,1.1506976744154818,0.15069767441548176,-0.25256496836715814,Long
2025-12-16 00:00:00+00:00,0.00736199644106904,-0.0007096379016976713,-1.0,True,-0.00736199644106904,1.0237449972740837,0.023744997274083746,-0.33502700888814496,Short
2025-12-18 00:00:00+00:00,-0.0472528848505455,0.0002483753339191533,1.0,True,-0.0472528848505455,1.0240680726183913,0.02406807261839128,-0.33481715547872104,Long
2025-12-19 00:00:00+00:00,0.09969936022308797,-0.0009570718798498881,-1.0,True,-0.09969936022308797,0.9268937299611717,-0.0731062700388283,-0.39793669546979127,Short
2025-12-20 00:00:00+00:00,-0.007326040092072786,8.508126738929005e-05,1.0,True,-0.007326040092072786,0.9201280822972216,-0.07987191770277835,-0.40233131813059564,Long
2025-12-23 00:00:00+00:00,-0.02015181543730793,-0.0010674741062753402,-1.0,True,0.02015181543730793,0.92275055980564,-0.07724944019435998,-0.40062788932992754,Short
2025-12-26 00:00:00+00:00,0.03278982282299097,0.00026499414150245857,1.0,True,0.03278982282299097,0.9608435957360779,-0.039156404263922084,-0.37588457912021433,Long
2025-12-27 00:00:00+00:00,0.04131814933073086,-0.00209803836978682,-1.0,True,-0.04131814933073086,0.9219523073372369,-0.07804769266276312,-0.40114639377487216,Short
2025-12-28 00:00:00+00:00,-0.007168489478612516,0.0006747593224426542,1.0,True,-0.007168489478612516,0.9153669337133995,-0.0846330662866005,-0.4054239195336231,Long
