alpha,cv_r2_mean
0.01,0.4767027333365913
0.1,0.47764086308189835
1.0,0.48602174224824796
10.0,0.5288390182289884
100.0,0.6027349567873657
300.0,0.620364538523071
1000.0,0.5591857643773196
3000.0,0.3958886465166877
10000.0,0.18783452693875385
