timestamp,PEPE,BTC,ETH,SOL,DOGE,SHIB
2023-05-01 00:00:00+00:00,,0.0,0.0,0.0,0.0,0.0
2023-05-02 00:00:00+00:00,,0.02141378975808267,0.021116157890702023,0.013562594872757468,-0.0005074854206859569,0.006000018000097421
2023-05-03 00:00:00+00:00,,0.01201856980171069,0.0181486266624512,-0.0013480118868946383,0.010603482332162274,0.007944431058535812
2023-05-04 00:00:00+00:00,,-0.006076274619066762,-0.014506295919512921,-0.02273858768931821,-0.01556500895316508,-0.020990275891835743
2023-05-05 00:00:00+00:00,,0.023378587663724932,0.06068881057775633,0.049797235647150544,0.024191679942890724,0.012048338516174574
2023-05-06 00:00:00+00:00,,-0.02067108190577646,-0.04833588814461373,-0.039273230943694976,-0.043377229465142116,-0.056454188458731874
2023-05-07 00:00:00+00:00,,-0.012906671339303797,-0.01188459568152919,-0.012365625850104976,-0.0029945989438112616,-0.011683616708486281
2023-05-08 00:00:00+00:00,,-0.02801612642394706,-0.013676718042326279,-0.04766176878896212,-0.05549534244657088,-0.047028895601093065
2023-05-09 00:00:00+00:00,,-0.003721722474060639,-0.002716827899554823,0.0,0.00864618026086371,0.007808182447811709
2023-05-10 00:00:00+00:00,,-0.0018615440782750036,-0.0034078043993764694,0.012010713684939237,0.0,-0.0011117288526904293
2023-05-11 00:00:00+00:00,,-0.02332972588851021,-0.02589936771376485,-0.0359786010352318,-0.0166727940713477,-0.033939909206228254
2023-05-12 00:00:00+00:00,0.0,-0.006860042691262956,0.007087013088181506,0.035023034789563104,0.005680652615883446,0.018244519742537494
2023-05-13 00:00:00+00:00,0.0884554205618634,-0.0006795287295190341,-0.006769604918103521,-0.0033516909519116667,-0.009439270530021658,-0.01365208916832732
2023-05-14 00:00:00+00:00,-0.05996346476755729,0.00530750131996005,0.0022690375228018853,0.00430725719758027,0.0037586179141382266,0.006849341845574989
2023-05-15 00:00:00+00:00,-0.02849195579430616,0.009049788687617459,0.0093332536403991,0.002384928390150635,-0.0004169272522350116,0.0
