date,ticker,factor,open,high,low,close,adj_close,volume
2023-05-01,SPY,sp500_etf,415.4700012207031,417.6199951171875,415.2699890136719,415.510009765625,399.8477478027344,62122300
2023-05-02,SPY,sp500_etf,414.7699890136719,414.82000732421875,407.82000732421875,410.8399963378906,395.3537902832031,103998500
2023-05-03,SPY,sp500_etf,411.3599853515625,413.8699951171875,407.7699890136719,408.0199890136719,392.64007568359375,91531800
2023-05-04,SPY,sp500_etf,406.92999267578125,407.2699890136719,403.739990234375,405.1300048828125,389.8590087890625,94901900
2023-05-05,SPY,sp500_etf,408.9100036621094,413.7200012207031,408.6400146484375,412.6300048828125,397.07635498046875,87891800
2023-05-08,SPY,sp500_etf,412.9700012207031,413.239990234375,411.2799987792969,412.739990234375,397.18212890625,50046800
2023-05-09,SPY,sp500_etf,411.1300048828125,412.0899963378906,410.69000244140625,410.92999267578125,395.44036865234375,49220100
2023-05-10,SPY,sp500_etf,413.8800048828125,414.5400085449219,408.8699951171875,412.8500061035156,397.2879943847656,96142900
2023-05-11,SPY,sp500_etf,411.95001220703125,412.42999267578125,409.9700012207031,412.1300048828125,396.5951843261719,70157100
2023-05-12,SPY,sp500_etf,413.4200134277344,413.6400146484375,409.07000732421875,411.5899963378906,396.0755615234375,70481500
2023-05-15,SPY,sp500_etf,412.2200012207031,413.42999267578125,410.2300109863281,413.010009765625,397.44195556640625,54289400
2023-05-16,SPY,sp500_etf,411.8599853515625,412.82000732421875,410.239990234375,410.25,394.7860412597656,57705500
2023-05-17,SPY,sp500_etf,412.3500061035156,415.8599853515625,410.6400146484375,415.2300109863281,399.57830810546875,87287000
2023-05-18,SPY,sp500_etf,414.8999938964844,419.6700134277344,414.6700134277344,419.2300109863281,403.4275207519531,97177200
2023-05-19,SPY,sp500_etf,420.1700134277344,420.7200012207031,417.3500061035156,418.6199951171875,402.84051513671875,103793300
2023-05-22,SPY,sp500_etf,418.6400146484375,420.3900146484375,417.3500061035156,418.7900085449219,403.0041198730469,60745400
2023-05-23,SPY,sp500_etf,417.0799865722656,418.7200012207031,413.67999267578125,414.0899963378906,398.4812927246094,86383500
2023-05-24,SPY,sp500_etf,412.4200134277344,412.82000732421875,409.8800048828125,411.0899963378906,395.5943603515625,89213700
2023-05-25,SPY,sp500_etf,414.739990234375,416.1600036621094,412.4100036621094,414.6499938964844,399.0201416015625,90961600
2023-05-26,SPY,sp500_etf,415.3299865722656,420.7699890136719,415.25,420.0199890136719,404.1877136230469,93830000
2023-05-30,SPY,sp500_etf,422.0299987792969,422.5799865722656,418.739990234375,420.17999267578125,404.3417053222656,72216000
2023-05-31,SPY,sp500_etf,418.2799987792969,419.2200012207031,416.2200012207031,417.8500061035156,402.0995788574219,110811800
2023-06-01,SPY,sp500_etf,418.0899963378906,422.9200134277344,416.7900085449219,421.82000732421875,405.9198303222656,88865000
2023-06-02,SPY,sp500_etf,424.5,428.739990234375,423.95001220703125,427.9200134277344,411.78997802734375,91426200
2023-06-05,SPY,sp500_etf,428.2799987792969,429.6199951171875,426.3699951171875,427.1000061035156,411.0008544921875,65460200
2023-06-06,SPY,sp500_etf,426.6700134277344,428.5799865722656,425.989990234375,428.0299987792969,411.8957824707031,64022200
2023-06-07,SPY,sp500_etf,428.44000244140625,429.6199951171875,426.1099853515625,426.54998779296875,410.47161865234375,85373300
2023-06-08,SPY,sp500_etf,426.6199951171875,429.6000061035156,425.82000732421875,429.1300048828125,412.954345703125,61952800
2023-06-09,SPY,sp500_etf,429.9599914550781,431.989990234375,428.8699951171875,429.8999938964844,413.6952819824219,85742800
2023-06-12,SPY,sp500_etf,430.9200134277344,433.8800048828125,430.1700134277344,433.79998779296875,417.4483337402344,76104300
2023-06-13,SPY,sp500_etf,435.32000732421875,437.3299865722656,434.6300048828125,436.6600036621094,420.2005615234375,95899700
2023-06-14,SPY,sp500_etf,437.010009765625,439.05999755859375,433.5899963378906,437.17999267578125,420.7008972167969,100612100
2023-06-15,SPY,sp500_etf,436.3299865722656,443.8999938964844,436.2300109863281,442.6000061035156,425.9166259765625,110303100
2023-06-16,SPY,sp500_etf,443.0199890136719,443.6099853515625,438.9700012207031,439.4599914550781,424.4658508300781,114165800
2023-06-20,SPY,sp500_etf,437.45001220703125,438.3699951171875,435.0299987792969,437.17999267578125,422.2637023925781,76160400
2023-06-21,SPY,sp500_etf,436.1600036621094,436.989990234375,434.3299865722656,434.94000244140625,420.1000671386719,76982300
2023-06-22,SPY,sp500_etf,433.95001220703125,436.6199951171875,433.6000061035156,436.510009765625,421.61651611328125,70637200
2023-06-23,SPY,sp500_etf,432.92999267578125,435.05999755859375,432.4700012207031,433.2099914550781,418.4291076660156,92074500
2023-06-26,SPY,sp500_etf,432.6199951171875,434.6099853515625,431.19000244140625,431.44000244140625,416.7195129394531,72823600
2023-06-27,SPY,sp500_etf,432.3500061035156,436.80999755859375,431.8800048828125,436.1700134277344,421.28814697265625,72813700
2023-06-28,SPY,sp500_etf,435.04998779296875,437.44000244140625,434.4100036621094,436.3900146484375,421.5006103515625,75636000
2023-06-29,SPY,sp500_etf,435.9599914550781,438.2799987792969,435.5400085449219,438.1099853515625,423.1618957519531,67882300
2023-06-30,SPY,sp500_etf,441.44000244140625,444.29998779296875,441.1099853515625,443.2799987792969,428.155517578125,104964000
2023-07-03,SPY,sp500_etf,442.9200134277344,444.0799865722656,442.6300048828125,443.7900085449219,428.6481018066406,32793400
2023-07-05,SPY,sp500_etf,441.9100036621094,443.8900146484375,441.8999938964844,443.1300048828125,428.01068115234375,58418400
2023-07-06,SPY,sp500_etf,439.4200134277344,440.1000061035156,437.05999755859375,439.6600036621094,424.6590576171875,80658300
2023-07-07,SPY,sp500_etf,438.6300048828125,442.6400146484375,438.29998779296875,438.54998779296875,423.5868835449219,86134200
2023-07-10,SPY,sp500_etf,438.17999267578125,439.8399963378906,437.5899963378906,439.6600036621094,424.6590576171875,62443500
2023-07-11,SPY,sp500_etf,440.45001220703125,442.9700012207031,439.44000244140625,442.4599914550781,427.3634948730469,64463800
2023-07-12,SPY,sp500_etf,446.3900146484375,447.4800109863281,444.9100036621094,446.0199890136719,430.80206298828125,91924500
2023-07-13,SPY,sp500_etf,447.8999938964844,450.3800048828125,447.45001220703125,449.55999755859375,434.2212829589844,72425200
2023-07-14,SPY,sp500_etf,450.4800109863281,451.3599853515625,448.489990234375,449.2799987792969,433.9508056640625,69815800
2023-07-17,SPY,sp500_etf,449.1300048828125,451.92999267578125,449.0799865722656,450.8399963378906,435.4576110839844,52680200
2023-07-18,SPY,sp500_etf,450.5,454.8599853515625,450.04998779296875,454.19000244140625,438.69329833984375,80668200
2023-07-19,SPY,sp500_etf,455.010009765625,456.42999267578125,454.1099853515625,455.20001220703125,439.6688232421875,65891700
2023-07-20,SPY,sp500_etf,454.1700134277344,455.1000061035156,451.44000244140625,452.17999267578125,436.7518615722656,70591600
2023-07-21,SPY,sp500_etf,453.9599914550781,454.1700134277344,452.1700134277344,452.17999267578125,436.7518615722656,71275600
2023-07-24,SPY,sp500_etf,453.3699951171875,455.0400085449219,452.29998779296875,454.20001220703125,438.7029724121094,54023400
2023-07-25,SPY,sp500_etf,453.9200134277344,456.739990234375,453.8699951171875,455.44000244140625,439.900634765625,55191200
2023-07-26,SPY,sp500_etf,454.4700012207031,456.989990234375,453.3800048828125,455.510009765625,439.9682312011719,71052900
2023-07-27,SPY,sp500_etf,459.0199890136719,459.44000244140625,451.54998779296875,452.489990234375,437.05126953125,92194400
2023-07-28,SPY,sp500_etf,455.8800048828125,457.7799987792969,452.489990234375,456.9200134277344,441.3301086425781,80011800
2023-07-31,SPY,sp500_etf,457.4100036621094,458.1600036621094,456.04998779296875,457.7900085449219,442.1704406738281,62040400
2023-08-01,SPY,sp500_etf,456.2699890136719,457.25,455.489990234375,456.4800109863281,440.9051513671875,55291500
2023-08-02,SPY,sp500_etf,453.25,453.5199890136719,449.3500061035156,450.1300048828125,434.7718505859375,93933400
2023-08-03,SPY,sp500_etf,448.0400085449219,450.7900085449219,447.3699951171875,448.8399963378906,433.5257873535156,64276100
2023-08-04,SPY,sp500_etf,450.7200012207031,452.8999938964844,446.2699890136719,446.80999755859375,431.5650939941406,100128900
2023-08-07,SPY,sp500_etf,448.7099914550781,450.8699951171875,447.989990234375,450.7099914550781,435.33203125,58357500
2023-08-08,SPY,sp500_etf,448.0799865722656,450.70001220703125,445.2699890136719,448.75,433.4388732910156,71361300
2023-08-09,SPY,sp500_etf,449.0299987792969,449.20001220703125,444.9599914550781,445.75,430.54119873046875,78789600
2023-08-10,SPY,sp500_etf,448.19000244140625,451.70001220703125,444.70001220703125,445.9100036621094,430.6957702636719,93005500
2023-08-11,SPY,sp500_etf,443.9700012207031,446.70001220703125,443.3500061035156,445.6499938964844,430.4446105957031,68690900
2023-08-14,SPY,sp500_etf,444.70001220703125,448.1099853515625,444.3800048828125,448.1099853515625,432.8207702636719,47867400
2023-08-15,SPY,sp500_etf,446.2699890136719,446.6400146484375,442.29998779296875,442.8900146484375,427.77886962890625,75707500
2023-08-16,SPY,sp500_etf,442.4599914550781,444.17999267578125,439.5299987792969,439.6400146484375,424.6397399902344,80107200
2023-08-17,SPY,sp500_etf,441.1600036621094,441.42999267578125,435.75,436.2900085449219,421.404052734375,95711300
2023-08-18,SPY,sp500_etf,433.3699951171875,437.57000732421875,433.010009765625,436.5,421.6068420410156,98852000
2023-08-21,SPY,sp500_etf,437.54998779296875,440.1099853515625,435.32000732421875,439.3399963378906,424.3499450683594,68719000
2023-08-22,SPY,sp500_etf,441.17999267578125,441.17999267578125,437.57000732421875,438.1499938964844,423.2005615234375,64994200
2023-08-23,SPY,sp500_etf,439.25,443.6700134277344,439.1000061035156,443.0299987792969,427.9140930175781,68441000
2023-08-24,SPY,sp500_etf,444.69000244140625,445.2200012207031,436.8599853515625,436.8900146484375,421.98358154296875,88517300
2023-08-25,SPY,sp500_etf,438.67999267578125,441.29998779296875,435.0,439.9700012207031,424.9584655761719,102325100
